id,taskid,filename,visitid,customername,storetype,salesgroup,distr_chan,mastertaskname,salescampaignname,salescyclename,sales_office,mrchr_visitdate,filepath,label
2085,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2086,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2087,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2088,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_201703,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2089,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2090,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_201701,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2091,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_十月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2092,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2093,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2094,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_201701,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2095,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_201703,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2096,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_201702,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2097,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2098,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2099,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_十月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2100,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2101,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_201703,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2102,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_201702,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2103,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2104,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2105,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2106,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2107,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2108,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_201701,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2109,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_九月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2110,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2111,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_九月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2112,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2113,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2114,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2115,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2116,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2117,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_九月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2118,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_201703,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2119,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2120,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-AE42C0DE-4614-4BAE-801F-CD3EAFC114ED.jpg,
2121,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
2122,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_201701,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
2123,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
2124,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_201703,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
2125,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_五月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
2126,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
2127,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
2128,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
2129,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
2130,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_十月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
2131,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
2132,035fe688-dcd5-446b-9f4f-c899147a01e9-MySales,035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,a1887dbf-8843-4efa-afe4-075bf675fead-MySales,大潤發中和店,hyper,RT-Mart 大潤發,,TW_Task_陳列調查_1,TW_Campaign_RT,TW_Cycle_RT-A_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\035fe688-dcd5-446b-9f4f-c899147a01e9-MyRep-E1F4E4F9-4E68-4ED6-8FE4-6D3AA9400EA7.jpg,
